Location Number,Location Name,Location ID,Lat,Long,Address,URL
211,Alaska Regional Hospital,2.72E+11,61.2106395,-149.8283635,"2801 Debarr Road, Anchorage",https://www.instagram.com/explore/locations/271551474351
212,Moose's Tooth,1.52E+11,61.19039476,-149.8689677,"3300 Old Seward Hwy, Anchorage, AK",https://www.instagram.com/explore/locations/152408937717
213,AK Child and Family,1.98E+14,61.1997106,-149.845726,"2315 Maplewood St, Anchorage",https://www.instagram.com/explore/locations/198392997469661
214,"Foxhall, Anchorage, Alaska",5.28E+14,61.19849309,-149.7521929,,https://www.instagram.com/explore/locations/527802097247082
215,99504,5.84E+14,61.20500117,-149.7429058,,https://www.instagram.com/explore/locations/584442911662574
216,Our Lady of Guadalupe,1.34E+14,61.2009201,-149.7476044,"2220 Paxson Dr, Anchorage",https://www.instagram.com/explore/locations/133986326934174
217,"Nunaka Valley, Anchorage, Alaska",3.73E+14,61.20270948,-149.7690323,,https://www.instagram.com/explore/locations/373205749429403
218,Arnold L Muldoon Park,1.27E+14,61.19500218,-149.7389777,,https://www.instagram.com/explore/locations/126944267351187
219,Anchorage Christian Schools,1.52E+15,61.19655,-149.75919,"6575 E Northern Lights Blvd, Anchorage, AK ",https://www.instagram.com/explore/locations/1522148601361690
220,Chanshtnu Muldoon Park,1.93E+15,61.20958808,-149.7323958,1301 Muldoon Rd,https://www.instagram.com/explore/locations/1929665470622851
221,"Chester Valley, Anchorage, Alaska",4.52E+14,61.20292683,-149.7437133,,https://www.instagram.com/explore/locations/452202104822803
222,"Nunaka Valley park ""moose hill""",1.70E+14,61.20426592,-149.7670624,,https://www.instagram.com/explore/locations/169593949728959
223,"Collegegate East, Anchorage, Alaska",1.17E+14,61.1986445,-149.765311,,https://www.instagram.com/explore/locations/116541471835476
224,Hatchers Pass,2.99E+14,61.19922842,-149.9500869,,https://www.instagram.com/explore/locations/299401286817710
225,Scenic Seward Highway,3.35E+14,61.2247617,-149.7442302,"Anchorage, AK",https://www.instagram.com/explore/locations/334741290239882
226,Centennial Park,1.47E+14,61.2286601,-149.7236734,8300 Glenn Hwy,https://www.instagram.com/explore/locations/146589592026857
227,Bartlett High School,1.04E+14,61.23208013,-149.734422,1101 Golden Bear Dr,https://www.instagram.com/explore/locations/104045589630624
228,Muldoon Area,2.97E+14,61.197512,-149.7336737,,https://www.instagram.com/explore/locations/296847850507739
229,The Hotel Captain Cook,1.64E+14,61.2178938,-149.900538,"939 W 5th Ave, Anchorage, Alaska",https://www.instagram.com/explore/locations/164294520257692
230,In Anchorage Alaska,1.88E+14,61.217999,-149.904282,"420 L St, # 99508, Anchorage, Alaska",https://www.instagram.com/explore/locations/187549738055076
231,The Crow's Nest,2.06E+14,61.217838,-149.8997175,"939 W 5th Ave, Anchorage, Alaska",https://www.instagram.com/explore/locations/205739526186510
232,"Dutch Harbor, Bering Sea",1.67E+15,61.2183,-149.899,,https://www.instagram.com/explore/locations/1670554443272402
233,Mount baldy Alaska,4.30E+14,61.2183,-149.899,,https://www.instagram.com/explore/locations/430327257391604
234,49th State Brewing - Anchorage,1.75E+15,61.21976926,-149.8958493,"717 W 3rd Ave, Anchorage, Alaska",https://www.instagram.com/explore/locations/1745922835628864
235,Ship Creek Small Boat Dock,1.40E+14,61.21884341,-149.8975205,,https://www.instagram.com/explore/locations/140079059462961
236,"Cook's Inlet, Anchorage",1.75E+14,61.21931,-149.90182,310 K St,https://www.instagram.com/explore/locations/174769402580576
237,Stephan Fine Arts,1.80E+14,61.21802,-149.90062,"939  West 5th Avenue, Anchorage, Alaska",https://www.instagram.com/explore/locations/179832405431296
238,Glacier BrewHouse,77567414741,61.21785,-149.89643,"737 W 5th Ave, Ste 110, Anchorage, Alaska",https://www.instagram.com/explore/locations/77567414741
239,Snow City Cafe,1.41E+14,61.21846,-149.90297,"1034 W 4th Ave, Anchorage, AK",https://www.instagram.com/explore/locations/140942439259125
240,Denai'na Convention Center,4.72E+14,61.21518129,-149.8944716,,https://www.instagram.com/explore/locations/472165212845227
241,Nesbett Courthouse,1.02E+14,61.21872534,-149.8985995,"825 W 4th Ave, Anchorage, AK",https://www.instagram.com/explore/locations/102291786496720
242,Dallas Seavey Racing Kennels - Willow Alaska,1.64E+15,61.2175353,-149.9036697,"Anchorage, Alaska",https://www.instagram.com/explore/locations/1636515186568104
243,Black Bear Campground,2.74E+14,61.218055,-149.900278,"Anchorage, Alaska",https://www.instagram.com/explore/locations/273775803071006
244,"Glacier Bay, National Park-Alaska",2.95E+14,61.2175,-149.8917,,https://www.instagram.com/explore/locations/294682088106491
245,Dena'ina Civic and Convention Center,1.39E+14,61.215,-149.894,,https://www.instagram.com/explore/locations/138913269469287
246,Adagio Day Spa,1.54E+15,61.21826,-149.90182,"404 K St, Anchorage, Alaska",https://www.instagram.com/explore/locations/1535976720006295
247,Iditarod Headquarters Wasilla,2.66E+14,61.21873602,-149.9030408,,https://www.instagram.com/explore/locations/266382426771912
248,Simon And Seaforts Anchorage,1.90E+14,61.2181029,-149.90459,,https://www.instagram.com/explore/locations/190044854461797
249,Fletcher's,3.65E+14,61.21781452,-149.8999388,"939 W 5th Ave, Anchorage, Alaska",https://www.instagram.com/explore/locations/365057963607247
250,Delaney Park Strip,1.36E+14,61.2133,-149.902,,https://www.instagram.com/explore/locations/135796936453323
251,Egan Center,1.11E+14,61.2179,-149.892,"Anchorage, Alaska",https://www.instagram.com/explore/locations/111355345581339
252,Seward Wildlife Cruises,1.64E+14,61.21744,-149.89119,"442 W 5th Ave, Anchorage, AK",https://www.instagram.com/explore/locations/164357570256509
253,Downtown 4th Ave,1.32E+14,61.2184295,-149.8888425,,https://www.instagram.com/explore/locations/131989976847140
254,Loretta French Sports Complex,4.19E+14,61.21778975,-149.9000392,"18800 Old Glenn Hwy, Anchorage, Alaska",https://www.instagram.com/explore/locations/419341041443192
255,Peggy's Airport Cafe,2.19E+14,61.2177758,-149.8503705,"1675 E. 5th Ave, Anchorage, Alaska",https://www.instagram.com/explore/locations/218995071562121
256,Mush Inn Motel,1.33E+14,61.218734,-149.848515,333 Concrete St,https://www.instagram.com/explore/locations/133313820104093
257,Eagle River Nature Trail,2.78E+14,61.21246038,-149.8730697,"Anchorage, Alaska",https://www.instagram.com/explore/locations/278448145597974
258,Anchorage Jail,1.75E+14,61.21902798,-149.8563466,1400 East 4th Avenue,https://www.instagram.com/explore/locations/174582469243983
259,McKinley Explorer train to Denali Park,3.06E+14,61.22200117,-149.8832706,,https://www.instagram.com/explore/locations/306064049490556
260,"Punch Bowl Glacier, Alaska",1.40E+14,61.2172851,-149.8712843,"Gambell St, Anchorage, Alaska",https://www.instagram.com/explore/locations/140282776447189
261,Merrill Field Inn,1.54E+14,61.21825219,-149.8472154,"420 Sitka St, Anchorage, AK",https://www.instagram.com/explore/locations/154187137952166
262,Chaz Limited Collision Express,1.33E+14,61.21782157,-149.849201,"1801 E 5th Ave, Anchorage, Alaska",https://www.instagram.com/explore/locations/133292226724721
263,East High School,5.92E+14,61.234449,-149.864124,"4129 Bullard Ave , Anchorage, AK",https://www.instagram.com/explore/locations/591953271002907
264,Cook Inlet Pre-Trial,1.13E+14,61.21895512,-149.8572617,"Anchorage, AK",https://www.instagram.com/explore/locations/113257188764008
265,Alyeska Helicopters,1.39E+14,61.21705916,-149.8507897,"1710 E 5th Ave, Anchorage, Alaska",https://www.instagram.com/explore/locations/139410119466980
266,Anchorage Memorial Park,1.36E+14,61.2152,-149.8761,,https://www.instagram.com/explore/locations/136395506397086
267,Clark Middle School,8.10E+14,61.22296842,-149.8117783,"150 Bragaw Street, Anchorage, AK ",https://www.instagram.com/explore/locations/809582062436626
268,Mirror Lake,3.21E+14,61.2175,-149.8917,,https://www.instagram.com/explore/locations/321470978764679
269,Moutain View,1.97E+14,61.2256508,-149.7984174,,https://www.instagram.com/explore/locations/196506167073834
270,You Beauty Lounge,6.82E+14,61.18023,-149.89229,510 W Tudor Road,https://www.instagram.com/explore/locations/681621402263869
271,Alaska Museum of Science and Nature,1.21E+14,61.22519,-149.80787,"201 N Bragaw St, Anchorage, Alaska",https://www.instagram.com/explore/locations/120615934617160
272,Artic Valley Road,3.11E+14,61.2223404,-149.7932954,,https://www.instagram.com/explore/locations/311221815598485
273,Davis Park,1.52E+14,61.22708,-149.79394,408 N Pine St,https://www.instagram.com/explore/locations/151886511492292
274,Dave Rose Park,1.97E+14,61.220858,-149.795859,"201 Lane St, Anchorage, AK",https://www.instagram.com/explore/locations/196968027015927
275,Hula Hands Restaurant,5.91E+14,61.22592,-149.7939,4630 Mountain View Drive,https://www.instagram.com/explore/locations/591185948012225
276,Polar Bear Park,1.49E+14,61.215626,-149.7926822,801 Pine Street,https://www.instagram.com/explore/locations/148519452008084
277,Ericstore,1.01E+14,61.21917,-149.80161,4226 Ross Court,https://www.instagram.com/explore/locations/101473042716551
278,Grow North Farm Mountain View,2.36E+15,61.22437322,-149.813151,3601 Mountain View Drive,https://www.instagram.com/explore/locations/2356372031351654
279,St Anthony's Catholic Church,1.20E+14,61.2137239,-149.8036152,825 Klevin St,https://www.instagram.com/explore/locations/120219271328213
280,"Elmrich Villas, Anchorage, Alaska",4.78E+14,61.22068058,-149.7522467,,https://www.instagram.com/explore/locations/477767658910371
281,Saint Innocent Russian Orthodox Cathedral,4.80E+14,61.21832,-149.75486,"401 Turpin St, Anchorage, Alaska",https://www.instagram.com/explore/locations/479667492228708
282,"Turpin, Anchorage, Alaska",5.41E+14,61.21512871,-149.7597204,,https://www.instagram.com/explore/locations/541401305875274
283,Lara Lake,1.11E+14,61.22146,-149.74663,Anchorage Alaska ,https://www.instagram.com/explore/locations/111407648371564
284,"Muldoon Road, Anchorage.",3.56E+14,61.2288561,-149.7426631,,https://www.instagram.com/explore/locations/356391431090502
285,"Creekside Park, Anchorage, Alaska",1.64E+14,61.21486546,-149.739654,E 6th Ave,https://www.instagram.com/explore/locations/164101900380578
286,Elmendorf Gym,1.74E+14,61.22085653,-149.7406455,"Anchorage, AK",https://www.instagram.com/explore/locations/173517169335671
287,Creekside Park Elementary,8.44E+14,61.21640043,-149.7420705,"7500 E 6th Ave, Anchorage, AK ",https://www.instagram.com/explore/locations/844437452274957
288,Bartlett High School,1.78E+15,61.23272655,-149.7346781,"1101 N Muldoon Rd, Anchorage, AK",https://www.instagram.com/explore/locations/1780726978847800
289,Crumbl Cookies,1.06E+14,61.22877,-149.74033,"1118 North Muldoon Road, Unit 145",https://www.instagram.com/explore/locations/106407128759666
290,Tikahtnu 16 Theatre,1.52E+14,61.22667956,-149.7408092,"1102 North Muldoon Rd, Anchorage, AK",https://www.instagram.com/explore/locations/151911248171710
291,Shadow Moses Island,3.06E+14,61.222367,-149.746638,111 N Lane St,https://www.instagram.com/explore/locations/305668079575381
292,Yeiri Nails & Spa,2.19E+15,61.21936924,-149.73318,"361 muldoon rd, Anchorage, Alaska",https://www.instagram.com/explore/locations/2186676261582677
293,Glenn Highway,1.10E+14,61.305529,-149.582291,"Eagle River, Alaska",https://www.instagram.com/explore/locations/109989719053171
294,"Eagle River, Alaska",1.08E+14,61.32157,-149.56712,,https://www.instagram.com/explore/locations/108264132534659
295,Moose Run Golf Course,1.36E+14,61.23334044,-149.6673438,"27000 Arctic Valley Road, Anchorage, Alaska",https://www.instagram.com/explore/locations/136184193124373
296,Alaska Native Heritage Center,36670628470,,,,https://www.instagram.com/explore/locations/36670628470
297,Fort Richardson Joint Base Elmendorf-Richardson,6.10E+14,61.2543423,-149.6926512,"600 Richardson Dr, Anchorage",https://www.instagram.com/explore/locations/610243069351630
298,Crow Pass Trail,1.98E+14,61.32637902,-149.5700552,"32750 Eagle River Rd, Eagle River, Alaska",https://www.instagram.com/explore/locations/198410636940984
299,Port of Anchorage,1.09E+14,61.24027778,-149.8861111,,https://www.instagram.com/explore/locations/108801472477498
300,"Ship Creek, Alaska",1.48E+14,61.2261,-149.893,"Anchorage, Alaska",https://www.instagram.com/explore/locations/148126535204206
301,Holland Anerica Cruise Ship,1.94E+14,61.239259,-149.888824,,https://www.instagram.com/explore/locations/194315524778905
302,Ship Creek Overlook,2.53E+14,61.22347128,-149.8858075,"Anchorage, Alaska",https://www.instagram.com/explore/locations/253336998922994
303,Alaska Anchorage,3.34E+14,61.19400742,-149.9607524,,https://www.instagram.com/explore/locations/333784796634921
304,Denali Star,2.34E+14,61.22156713,-149.8902327,"Fairbanks, Alaska",https://www.instagram.com/explore/locations/234191693288691
305,The Port,1.51E+14,61.23272,-149.8877503,"2000 Anchorage Port Road, Anchorage, AK",https://www.instagram.com/explore/locations/151066641617842
306,"Turnagain, Anchorage",1.45E+15,61.1955381,-149.9336804,,https://www.instagram.com/explore/locations/1445684509073761
307,Anchorage Depot,1.37E+14,61.22166667,-149.8905556,,https://www.instagram.com/explore/locations/137443509609371
308,Ship Creek Boat launch,1.31E+14,61.22519347,-149.9050791,Western Dr,https://www.instagram.com/explore/locations/130588953665123
309,"Six Mile Lake, Elmendorf AFB",2.44E+14,61.23384523,-149.8510568,"Anchorage, AK",https://www.instagram.com/explore/locations/243733926042089
310,Orion Elementary School,2.00E+14,61.23451439,-149.8594649,"5112 Arctic Warrior Dr, Anchorage, Alaska",https://www.instagram.com/explore/locations/200222040158116
311,Paxton Memorial Park,1.27E+14,61.23639068,-149.8566551,,https://www.instagram.com/explore/locations/127071870673048
312,Portage Wildlife Refuge,2.63E+14,61.23539256,-149.8649311,,https://www.instagram.com/explore/locations/263007027151707
313,Elmendorf Military Base,1.01E+14,61.2418784,-149.805929,"Anchorage, AK",https://www.instagram.com/explore/locations/100617610028617
314,Joint Base Elmendorf–Richardson,6.88E+14,61.25138889,-149.8063889,5955 Zeamer Ave,https://www.instagram.com/explore/locations/687946071295239
315,"176th Wing, Alaska Air National Guard",2.42E+14,61.2396722,-149.808993,"8515 Saville Ave, Anchorage, Alaska",https://www.instagram.com/explore/locations/241630529280605
316,Mountain View Elementary School,2.03E+14,61.23176457,-149.8069237,"4005 McPhee Ave, Anchorage, Alaska",https://www.instagram.com/explore/locations/203469643421674
317,JBER Military & Family Centers,1.18E+14,61.24237,-149.80247, 600 Richardson Dr or 8535 Wewak Dr.,https://www.instagram.com/explore/locations/118236504858185
318,Elmendorf AFB (JBER) FAM Camp,2.00E+14,61.23670993,-149.7507265,,https://www.instagram.com/explore/locations/199724823406313
319,673d Medical Group,1.20E+14,61.23696769,-149.7467934,5955 Zeamer Ave,https://www.instagram.com/explore/locations/120384755324409
320,Texas Roadhouse,1.41E+15,61.22955,-149.7409,"1154 N. Muldoon Road, Anchorage",https://www.instagram.com/explore/locations/1408761686051710
321,Tikahtnu Common Areas,3.70E+14,61.22987749,-149.745743,,https://www.instagram.com/explore/locations/369904773136836
322,Eagle River Nature Conservatory Center Anchorage Alaska,2.66E+14,61.2302752,-149.7422242,,https://www.instagram.com/explore/locations/266322277073047
323,Jber Hospital,8.06E+14,61.23526194,-149.7446282,"Anchorage, AK",https://www.instagram.com/explore/locations/806190322891642
324,AFMS-Joint Base Elmendorf-Richardson-673d Medical Group,1.84E+14,61.23528044,-149.7447576,"5955 Zeamer Ave, Anchorage, Alaska",https://www.instagram.com/explore/locations/183582345012060
325,Cottonwood Park,1.48E+14,61.24016198,-149.6968358,"5th St and Arctic Valley Rd, Fort Richardson",https://www.instagram.com/explore/locations/148085125217171
326,"South Fork Valley Trail, Eagle River, Ak",8.75E+14,61.30030604,-149.4928563,,https://www.instagram.com/explore/locations/875018765858476
327,Otter Lake at JBER,7.51E+14,61.28908159,-149.7376737,,https://www.instagram.com/explore/locations/751315768381594
328,"Bethel, Alaska",1.06E+14,60.7897,-161.779,,https://www.instagram.com/explore/locations/106181876079678
329,"Napaskiak, Alaska",1.06E+14,60.70526,-161.76647,,https://www.instagram.com/explore/locations/105597346140091
330,"Kuiggayagaq, Alaska",2.95E+14,60.72378934,-161.7744128,,https://www.instagram.com/explore/locations/295109613985991
331,"Napakiak, Alaska",1.14E+14,60.6933,-161.973,,https://www.instagram.com/explore/locations/113970011946519
332,Napaskiak Airport,1.35E+14,60.7028,-161.778,,https://www.instagram.com/explore/locations/135453909819910
333,Sandpit,8.00E+14,60.7897,-161.779,,https://www.instagram.com/explore/locations/799867490165187
334,Napaskiak School,3.50E+14,60.7078407,-161.7608802,,https://www.instagram.com/explore/locations/350420625093238
335,St. Jacob's Church,3.96E+14,60.70833333,-161.7630556,,https://www.instagram.com/explore/locations/396246360502136
336,Beautiful Bethel,2.06E+15,,,,https://www.instagram.com/explore/locations/2064002453722657
337,The Kuskokwim River,7.51E+14,60.80735103,-161.8213337,"Front Street, Bethel, Alaska",https://www.instagram.com/explore/locations/750756748597018
338,Hangar Lake,1.11E+14,60.7934349,-161.7639423,,https://www.instagram.com/explore/locations/110698432318054
339,Fishcamp,2.04E+14,60.79054093,-161.7911492,"Bethel, Alaska",https://www.instagram.com/explore/locations/204348499607710
340,Yukon Kuskokwim Delta,3.53E+14,60.7897,-161.779,,https://www.instagram.com/explore/locations/353276881945537
341,Tundra Ridge,4.63E+14,60.80739352,-161.8165407,,https://www.instagram.com/explore/locations/462983120382650
342,Bethel Airport,1.10E+14,60.77861111,-161.8372222,Chief Eddy Hoffman Hwy,https://www.instagram.com/explore/locations/110181812366682
343,Qugcuun Memorial School,9.75E+14,60.72237792,-161.7697827,"115 Village Road, Oscarville, Alaska",https://www.instagram.com/explore/locations/975435069166225
344,Alaska Airlines - Bethel Airport (BET),1.49E+14,,,,https://www.instagram.com/explore/locations/149254108475601
345,Kasayulie,2.26E+14,60.7719847,-161.8810649,,https://www.instagram.com/explore/locations/225830024095165
346,Kisaralik River,1.45E+15,60.76970414,-161.8743298,,https://www.instagram.com/explore/locations/1449099975416150
347,Yupiit Piciryarait Cultural Center,3.15E+14,60.79073,-161.7715,,https://www.instagram.com/explore/locations/315495548645715
348,KYUK,3.58E+14,60.79122153,-161.7733028,"640 Radio St, Bethel, Alaska",https://www.instagram.com/explore/locations/358157087544895
349,Alaska Airlines - Bethel Airport BET,1.54E+14,60.78324159,-161.8395963,"3517 Chief Eddie Hoffman Hwy, Bethel, Alaska",https://www.instagram.com/explore/locations/153513151452758
350,Kuskokwim Campus UAF,1.31E+14,60.79152416,-161.7756341,"Box 368, Bethel, Alaska",https://www.instagram.com/explore/locations/131064616946204
351,Yukon Kuskokwim Fitness Center,2.15E+14,60.79552521,-161.7914059,"267 Akiachak Dr, Bethel, Alaska",https://www.instagram.com/explore/locations/214595658942178
352,Grant Aviation,1.88E+14,60.78976316,-161.8321372,,https://www.instagram.com/explore/locations/188041194557782
353,Studio 1,1.04E+14,60.76989095,-161.7224126,"401 Ridgecrest Drive, Bethel, Alaska",https://www.instagram.com/explore/locations/103592845266340
354,Yukon-Kuskokwim Health Corporation,1.45E+14,60.7886,-161.785,"Bethel, Alaska",https://www.instagram.com/explore/locations/144722742208899
355,Suurvik Cinema,1.01E+14,60.79288,-161.751679,"903 Chief Eddie Hoffman Highway, Bethel, Alaska",https://www.instagram.com/explore/locations/101055141426472
356,Lower Kuskokwim School District,9.34E+14,60.80223829,-161.7729465,"1004 Ron Edwards Memorial Drive, Bethel, Alaska",https://www.instagram.com/explore/locations/933751750041181
357,Yuut Elitnaurviat,3.31E+11,,,,https://www.instagram.com/explore/locations/330813967955
358,Swanson’s Alaska LLC,1.65E+15,60.79277026,-161.7542605,"830 River Street, Bethel, Alaska",https://www.instagram.com/explore/locations/1645111119146349
359,Fili's Pizza,3.71E+14,60.79737996,-161.7760143,"110 Osage St, Bethel, Alaska",https://www.instagram.com/explore/locations/371487869716628
360,Yukon Delta National Wildlife Refuge,1.04E+15,60.78955245,-161.7802262,"807 Chief Eddie Hoffman Highway; PO Box 346, Bethel, Alaska",https://www.instagram.com/explore/locations/1039425076133926
361,Windy Willow Hair and Nail Salon,2.03E+15,60.79519622,-161.7863417,"258 Akiak, Bethel, Alaska",https://www.instagram.com/explore/locations/2034978180072488
362,Alba's Coffee Shop,3.82E+14,60.79401652,-161.7697096,"401 Ridgecrest Dr, Bethel, Alaska",https://www.instagram.com/explore/locations/381977008514322
363,Bethel Moravian Church,7.24E+14,60.7937945,-161.7656424,"331  3rd Ave, Bethel, Alaska",https://www.instagram.com/explore/locations/724038337723816
364,Kuskokwim Consortium Library,3.69E+11,60.79063961,-161.7739988,"420 State Hwy, Bethel, AK",https://www.instagram.com/explore/locations/369063786506
365,Bethel Evangelical Covenant Church,1.02E+11,60.79188767,-161.7697498,"165 Chief Eddie Hoffman Way, Bethel, Alaska",https://www.instagram.com/explore/locations/101573053883
366,Gladys Jung Elementary,8.77E+14,60.80429854,-161.7710991,"1007 Ron Edwards Memorial Dr, Bethel, AK ",https://www.instagram.com/explore/locations/877046505668918
367,Long House Bethel Hotel,1.56E+14,60.79472712,-161.7583004,751 3rd Ave,https://www.instagram.com/explore/locations/155775927816333
368,"Oscarville, Alaska",1.08E+14,60.721274,-161.76844,,https://www.instagram.com/explore/locations/108243302532876
369,Immaculate Conception Church,1.81E+14,60.79315615,-161.7545817,"775 2nd Ave, Bethel, AK",https://www.instagram.com/explore/locations/180692318623126
370,Bethel Hospital,1.18E+14,60.78818165,-161.7849594,"Bethel, AK",https://www.instagram.com/explore/locations/118271798249145
371,LKSD Bethel Regional high school,2.49E+14,60.79222222,-161.7558333,,https://www.instagram.com/explore/locations/249485568432439
372,Yute Commuter Service,1.87E+15,60.78206858,-161.8408048,"3551 Chief Eddie Hoffman Hwy, Bethel, Alaska",https://www.instagram.com/explore/locations/1873266326318535
373,Rich & Alice's Sunset Spot,1.54E+15,60.80734667,-161.79371,,https://www.instagram.com/explore/locations/1536144306630745
374,Seawall Bethel,1.52E+15,60.7904067,-161.7714392,,https://www.instagram.com/explore/locations/1521679637896851
375,Tobacco Shop,1.70E+14,60.7941335,-161.7517533,"960  3rd Ave, Bethel, AK",https://www.instagram.com/explore/locations/170437916960006
376,The Three Tortillas,1.14E+14,60.7936795,-161.7523502,"Bethel, Alaska",https://www.instagram.com/explore/locations/113586013695425
377,Fox Air,1.10E+14,60.79429,-161.76088,"3341 N Apron Rd, Bethel, Alaska",https://www.instagram.com/explore/locations/110032210793713
378,Bethel Seaplane Base,1.35E+14,60.7819,-161.743,,https://www.instagram.com/explore/locations/134754589890479
379,St. Sophia Orthodox Church,2.26E+15,60.80628111,-161.7874861,,https://www.instagram.com/explore/locations/2259226664334756
380,Yvonne Beach,1.72E+15,60.79421,-161.76078,"1360 Calista Drive, Bethel, AK",https://www.instagram.com/explore/locations/1716884945236575
381,AC Bethel,1.02E+14,60.7943209,-161.7696596,135 Ridgecrest St.,https://www.instagram.com/explore/locations/102310731583706
382,99559,6.16E+14,60.85080804,-161.7238704,,https://www.instagram.com/explore/locations/615766978499730
383,Red Basket,4.12E+14,60.79483077,-161.7584989,751 3rd Ave,https://www.instagram.com/explore/locations/411691568851540
384,Three Step Mountain,1.06E+14,60.7823277,-161.8017016,"Bethel, Alaska",https://www.instagram.com/explore/locations/105979732793955
385,Bethel Aquatic Center. Bethel Ak,5.27E+14,60.79623437,-161.7896199,,https://www.instagram.com/explore/locations/527477840691623
386,Bethel Courthouse,1.47E+14,60.79187824,-161.7718061,,https://www.instagram.com/explore/locations/147340588716628
387,BABA PIZZA & SUB,2.93E+14,60.78403402,-161.7999848,"1725 Chief Eddy Hoffman Hwy, Bethel, Alaska",https://www.instagram.com/explore/locations/293040107473750
388,Bethel Fire Station,3.89E+14,60.79050511,-161.7715734,,https://www.instagram.com/explore/locations/388854647808287
389,"AK  Catholics: Cev'armiut, Marayarmiut, Naparyarmiut",1.71E+14,,,,https://www.instagram.com/explore/locations/171170479750830
390,Alaska Hotel,2.19E+14,60.79536744,-161.7652679,411  4th Ave,https://www.instagram.com/explore/locations/219141534822671
391,White House Bed & Breakfast,4.68E+14,60.8003066,-161.7586626,,https://www.instagram.com/explore/locations/468488633346313
392,"Kwethluk, Alaska",1.07E+14,60.8023,-161.419,,https://www.instagram.com/explore/locations/107423432620902
393,"Fairbanks, Alaska",1.06E+14,64.8431,-147.7238,,https://www.instagram.com/explore/locations/105702359464339
394,Fort Wainwright,1.13E+14,64.828608,-147.62309,,https://www.instagram.com/explore/locations/112669305412118
395,Tanana Lakes Recreation Area,1.06E+15,64.79947132,-147.7364648,,https://www.instagram.com/explore/locations/1063026727171038
396,"North Pole, Alaska",1.06E+14,64.751,-147.352,,https://www.instagram.com/explore/locations/105998039430784
397,Alaska,1.09E+14,64.8431,-147.7238,,https://www.instagram.com/explore/locations/109188177131365
398,Chena Hot Springs,3.76E+14,64.88785619,-147.6312134,,https://www.instagram.com/explore/locations/375917993146641
399,Arctic Circle Alaska,2.00E+15,64.84361111,-147.7230556,"Coldfoot, Alaska",https://www.instagram.com/explore/locations/1995429217402614
400,Chena Hot Springs Resort,8.66E+14,64.84357807,-147.7202347,"551 2nd Ave, Fairbanks, AK",https://www.instagram.com/explore/locations/866007076850504
401,"Santa's House - North Pole, AK",1.73E+14,64.83755926,-147.8234549,,https://www.instagram.com/explore/locations/173301802687837
402,"Tanana Lakes Fairbanks, Ak",3.05E+14,64.83720998,-147.7430661,,https://www.instagram.com/explore/locations/305168726310494
403,Alaska Artic Circle,1.49E+14,64.8330137,-147.8473644,"Fairbanks, Alaska",https://www.instagram.com/explore/locations/148940358650405
404,Ice Museum,3.90E+14,64.84368462,-147.7178013,510-598 2nd Ave,https://www.instagram.com/explore/locations/389601437744072
405,"Dalton Highway, Alaska Route 11",1.78E+14,64.84287831,-147.7698883,"Fairbanks, Alaska",https://www.instagram.com/explore/locations/177633445581612
406,Fountainhead Antique Auto Museum,1.94E+11,64.86046882,-147.7140082,"212 Wedgewood Dr, Fairbanks, Alaska",https://www.instagram.com/explore/locations/194024748369
407,Charlevoix Michigan,1.01E+14,64.80547396,-147.6877112,,https://www.instagram.com/explore/locations/101142573367757
408,Creamers Field Trails,1.94E+14,64.84109112,-147.8573488,,https://www.instagram.com/explore/locations/194336334032894
409,Creamer's Field Migratory Waterfowl Refuge,1.39E+14,64.8708,-147.733,,https://www.instagram.com/explore/locations/138955772794851
410,"South Cushman, Fairbanks, Alaska",4.35E+14,64.8276585,-147.7041655,,https://www.instagram.com/explore/locations/435306366516865
411,South Side,2.32E+14,64.82271738,-147.7292791,2605 barnette street,https://www.instagram.com/explore/locations/232404133603080
412,Alaska Railroad Aurora Winter Train,1.21E+14,64.85138562,-147.7404121,,https://www.instagram.com/explore/locations/120763181330988
413,Carlson Center,4.16E+14,64.8046532,-147.6946919,,https://www.instagram.com/explore/locations/416267695061237
414,South Cushman Outdoor Shooting Range,1.16E+14,64.79380891,-147.6965507,"Fairbanks, AK",https://www.instagram.com/explore/locations/116370655091470
415,Arctic National Wildlife Refuge,1.38E+14,64.83938875,-147.7071474,,https://www.instagram.com/explore/locations/138283512868883
416,Alaska Axe Co. Axe-Throwing,1.09E+14,64.81460727,-147.7457285,3501 Lathrop Street,https://www.instagram.com/explore/locations/108711490933590
417,University of Alaska Fairbanks,6828054843,64.85846068,-147.8295893,"505 South Chandalar Drive, Fairbanks, Alaska",https://www.instagram.com/explore/locations/6828054843
418,Pioneer Park,1.15E+14,64.839076,-147.774788,,https://www.instagram.com/explore/locations/115131938499630
419,"Chena, Alaska",1.43E+14,64.7956,-147.952,,https://www.instagram.com/explore/locations/143388225673506
420,"College, Alaska",1.07E+14,64.8483,-147.827,,https://www.instagram.com/explore/locations/107410409288084
421,"Ester, Alaska",1.12E+14,64.8557,-147.978,,https://www.instagram.com/explore/locations/112389562105486
422,Fairbanks International Airport,1.27E+14,64.81758651,-147.8671834,"6450 Airport Way, Fairbanks, AK",https://www.instagram.com/explore/locations/127003674012987
423,"Chena Ridge, Alaska",5.07E+14,64.7989,-148.024,,https://www.instagram.com/explore/locations/506663916104967
